recipe_title,ingredients,instructions
Ginger Teriyaki Rice Recipe ,Cooked rice|Sesame (Gingelly) Oil|Garlic|Ginger|Spring Onion (Bulb & Greens)|Salt|Black pepper powder|Lemon juice,"To begin making the Ginger Teriyaki Rice Recipe, heat a skillet with sesame oil on medium flame. |To the hot oil, add ginger garlic and spring onions, saute for about a minute. |Now add in the salt, pepper powder and ginger teriyaki sauce. |Add the rice and toss well, ensuring the rice is evenly mixed. |Turn off the flame, check the taste and adjust the seasonings according. Transfer the Ginger Teriyaki Rice to a serving bowl and serve hot.|Serve Ginger Teriyaki Rice Recipe along with | or |, | and |. Serve |."
हल्दी दूध रेसिपी - Turmeric Milk Recipe,हल्दी (ताज़ी)|दूध|शहद |काली मिर्च पाउडर,"हल्दी दूध रेसिपी बनाने के लिए सबसे पहले कसी हुई हल्दी को दूध में डाले और 2 मिनट के लिए उबाल ले. गैस बंद करें और 5 मिनट के लिए अलग से रख दे. |अब इस दूध को छान ले और एक ग्लास में निकाल ले. इसमें शहद/शक्कर, काली मिर्च पाउडर डाले और मिला ले. परोसे। |अगर आप हल्दी पाउडर का इस्तेमाल कर रहे है, तो आपको दूध को छानने की जरुरत नहीं है. "
Iyengar Style Masala Toast Recipe,Crusty bread log|Nutralite Classic Spread|Carrots (Gajjar)|Cabbage (Patta Gobi/ Muttaikose)|Onion|Tomato|Ginger|Cloves (Laung)|Green Chilli|Mustard seeds|Asafoetida (hing)|Achari Mayo|Salt,"To begin making the Iyengar Style Masala Toast Recipe, heat Nutralite Classic Spread over medium heat. Add mustard seeds, hing and allow it to splutter.|Add ginger, garlic, and allow it soften for few seconds. Add in the chopped onions and saute till the onions turn translucent.|Add in the green chilies and tomatoes, sprinkle little salt so that the tomatoes will soften.|You can add carrot and cabbage and cook till the vegetables are soft and cooked.|Once the vegetables are cooked, you can add salt and garam masala and the Nutralite Achari Mayo. Saute until the masala is coated.|Heat a grill pan, add butter when it starts to sizzle you can add the bread and toast them till they turn brown.|To assemble, you can add a tablespoon of the sautéed vegetable and serve.|Serve the Iyengar Style Masala Toast Recipe along with some | or a glass of fresh juice like |."
Baked Oats and Whole Wheat Kachori Stuffed with Peas Recipe,Whole Wheat Flour|Instant Oats (Oatmeal)|Extra Virgin Olive Oil|Salt|Ajwain (Carom seeds)|Water|Green peas (Matar)|Green Chilli|Coriander (Dhania) Leaves|Amchur (Dry Mango Powder)|Chaat Masala Powder|Red Chilli powder|Salt,"We begin making the Oats and whole wheat Kachori stuffed with Peas Recipe make dough for the outer layer first, add whole wheat flour, oats and ajwain, salt, and oil in a mixing bowl and mix well with fingers and palm.|Add water to make a smooth and firm dough. Rest the dough for 15 minutes. Once it is done resting, divide the dough into small equal rounds. |While the dough is resting make the stuffing, grind all the ingredients mentioned in the list to a coarse mixture and keep it aside.|Now to stuff the dough with filling, take one ball and press the sides of dough with fingers so that the center of the kachori is a little thick.|Fill the center with a tablespoon of stuffing and seal it from all sides to form the kachori. Repeat the same for the rest of the kachoris.|Meanwhile, preheat Oven to 180 degrees Celsius for 10 minutes. Place an aluminum foil on a baking tray and brush it with oil.|Place kachoris at a half inch distance from each other and brush upper portion of kachoris with oil. Bake in oven for 20 minutes at 180 degrees Celsius. You can brush it with honey to give a nice golden colour. |Serve the Oats and whole wheat Kachori stuffed with Peas Recipe along with cup of | or you use it to make a | for your evening snack."
Roasted Chicken Curry Recipe In Spinach Parmesan Sauce,Chicken breasts|Onion|Garlic|Spinach Leaves (Palak)|Black pepper powder|Dried oregano|Red Chilli flakes|Cheese spread|Parmesan cheese|Milk|Salt|Nutralite Classic Spread,"To begin making the Roasted Chicken Curry Recipe In Spinach Parmesan Sauce, we will wash the chicken breasts well in warm water. If the breast is quite thick you can cut into half. |Marinate the chicken breast with salt and pepper for about 30 minutes.|Heat Nutralite Classic Spread in a skillet over medium heat. Once heated, add marinated chicken pieces and pan roast on either side till it has got a nice golden colour. Remove the chicken from the pan and keep it aside.|Into the same pan, add some more oil and add chopped garlic and saute for a few seconds. Add in chopped onion and saute till they turn translucent. |Once that is done, add chopped spinach leaves and saute until the leaves starts to wilt. Add your cheese spread, Nutralite Cheesy Garlic Mayo, milk, parmesan cheese and all the seasonings like oregano, red chilli flakes, pepper and salt.|Give the Spinach parmesan sauce a stir, and cook the sauce mixture on simmer until it comes together to make the creamy sauce. Give the spinach parmesan sauce a taste and adjust the seasonings accordingly.|Add your pan roasted chicken to the spinach parmesan sauce give a light stir and cover it and simmer for 5-8 minutes until the chicken breast gets cooked well.|Once done, turn off the heat and transfer the Roasted Chicken Curry Recipe In Spinach Parmesan Sauce into a serving bowl and serve hot.|Serve the Roasted Chicken Curry Recipe In Spinach Parmesan Sauce, along with some |, | to make a simple weekend meal."
Thai Chicken Massaman Curry Recipe,Fennel seeds (Saunf)|Coriander (Dhania) Seeds|Black pepper corns|Cinnamon Stick (Dalchini)|Cardamom (Elaichi) Pods/Seeds|Dry Red Chillies|Onion|Ginger|Garlic|Lemon Grass|Chicken breasts|Coconut milk|Palm sugar|Potato (Aloo)|Carrot (Gajjar)|Sunflower Oil|Salt,"To begin making Thai Chicken Massaman Curry Recipe first heat a pan on medium heat and add all the dry spices, cardamom seeds, cinnamon, peppercorn, fennel seeds, coriander seeds,dry red chilies, listed under massaman curry paste and roast for a minute and keep aside in a bowl.|Then add all the wet ingredients listed under massaman curry paste like onions, lemongrass, ginger and garlic to the pan and roast till all the ingredients turn light brown in colour and keep aside in a bowl.|Once all the ingredients are cooled grind into a smooth paste in a mixer grinder. Add little water if required.|Now heat a wok and add oil to it then add the massaman curry paste and stir for a minute. Add the cubed chicken breast and diced vegetables and stir.|Add in the roasted peanuts and thick coconut milk. Once the Thai chicken curry comes to a boil reduce flame and simmer. Add the fish sauce, tamarind paste, palm sugar, salt and bay leaves. |Simmer and cook the Thai Chicken Massaman Curry for half an hour till the chicken and vegetables are cooked.|Serve Thai Chicken Massaman Curry with | and | for a nice weekend Thai lunch."
Mediterranean Tomato Basil Sandwich Recipe With Sweet Piquanté Pepper,Homemade Hummus|Green Chilli Paste|Coriander (Dhania) Leaves|Lemon juice|Cucumber|Red onion|Tomato|Sweet piquanté pepper|Salt and Pepper|Lettuce leaves|Feta Cheese|Summac,"To begin making the Mediterranean Tomato Basil Sandwich Recipe With Sweet Piquanté Pepper, get all the ingredients prepped for the sandwich. Chop all veggies and keep chilli, coriander pastes ready.|In a mixing bowl, mix green chilli paste and coriander paste with homemade hummus, and drizzle some lemon juice on it and combine well till the paste is even.|Spread this hummus mixture on one side of the bread slice.|Place the lettuce leaves on it.|Now place sliced onions (2-3 per slice of each veggie), cucumber, tomato slices, sweet piquant pepper slices and finally season with salt and pepper and dash of sumac (or alternatively lemon zest) on top.|Add crumbled feta on top of each prepared bread slice and place another slice of bread on top and prick a toothpick to hold the sandwich in place. You can cut the sandwich to half and serve.|Serve Mediterranean Tomato Basil Sandwich Recipe With Sweet Piquanté Pepper along with | and a hearty | or a light | for a complete meal."
Kashmiri Mutton Yakhni Recipe ,Mutton|Nutralite Classic Spread|Cardamom (Elaichi) Pods/Seeds|Cinnamon Stick (Dalchini)|Bay leaf (tej patta)|Dry Red Chillies|Cloves (Laung)|Fennel seeds (Saunf)|Salt|Red Chilli powder|Turmeric powder (Haldi)|Dry ginger powder|Saffron strands|Milk,"To begin making the Kashmiri Mutton Yakhni Recipe wash and clean the mutton well. Soak mutton in hot water for about 10 minutes and set aside. |Heat milk in a bowl in the microwave for about a minute, remove from the microwave, add the saffron strands and allow it to rest and dissolve to get the color and the flavours.|In a pressure cooker, heat Nutralite Classic Spread on medium flame, once its hot, add the cardamom, cinnamon stick, bay leaf, dry red chillies and cloves. |Once they begin to sizzle, add the mutton, discarding the water and cook for a few minutes. |Next, to this add the whisked yogurt and mix well. Add about 1/3 cup of water and give it a good mix. |Now add the red chilli powder, turmeric powder, dry ginger powder, salt to taste and the saffron strand along with the milk to the Kashmiri Mutton Yakhni.|Close the pressure cooker and pressure cook the Kashmiri Mutton Yakhni for 3 whistles. Turn off the flame and allow the pressure to release naturally. |Open the cooker, check the salt and other flavours and adjust to suit your taste.|Transfer the Kashmiri Mutton Yakhni to a serving dish and serve hot.|Serve this Kashmiri Style Mutton Yakhni Recipe along with |and some | for a simple comforting Sunday lunch."
Karwar Style Lasani Kadhi Recipe - Kokum And Coconut Milk Curry,Kokum (Malabar Tamarind)|Fresh coconut|Green Chillies|Garlic|Cumin seeds (Jeera)|Salt|Jaggery|Coriander (Dhania) Leaves|Sunflower Oil|Mustard seeds|Cumin seeds (Jeera),"To begin making the Karwar Style Lasani Kadhi Recipe (Kokum & Coconut Milk Curry), soak kokum peels in 1 cup hot water for 30 to 45 minutes.|Squeeze well and discard the left over. In a mixer take coconut, cumin seeds, garlic and green chillies. Add 1 cup warm water and grind to a smooth paste. |Sieve to extract coconut milk. For the left over coconut solids, add some water and regrind. Sieve to get thin coconut milk. |To the coconut milk, add kokum juice. Add salt and jaggery. Mix and add water if required to get desired consistency.|Next, prepare the tempering. Heat oil in a tadka pan. Ass Mustard seeds, cumin seeds and curry leaves. Saute for 10 seconds and pour it on the kadhi. |Garnish with chopped coriander leaves and serve hot.|Serve Karwar Style Lasani Kadhi (Kokum & Coconut Milk Curry) with |, | and |for a weekday meal."
Achari Paneer Tikka Recipe,Green Bell Pepper (Capsicum)|Garlic|Ginger|Salt|Red Chilli powder|Mustard seeds|Cumin seeds (Jeera)|Fennel seeds (Saunf)|Kalonji (Onion Nigella Seeds)|Ajwain (Carom seeds)|Methi Seeds (Fenugreek Seeds)|Dry Red Chillies|Lemon juice|Sunflower Oil,"To begin making the Achari Paneer Tikka Recipe, firstly we will marinate the masala for Paneer.|*Method for Marinade (Tikka Masala)|To prepare marinade for Achari Paneer Tikka, in a pan add mustard seeds, cumin seeds, fennel seeds, nigella seed, carom seeds, fenugreek seeds and dry red chilies. Dry roast the spices and chillies over medium heat till fragrant and slightly browned. Turn off the heat. Transfer spices to the jar of mixer and grind into a coarse powder.|Transfer the achari tikka spice powder to a bowl. Keep aside until required.|Pound the ginger and garlic using a | to make a paste and keep aside.|In a large bowl add the yogurt, ginger garlic paste, garam masala, salt to taste, lemon juice and the spice powder mix. Stir well to combine all the ingredients. Add the paneer cubes with capsicum pieces into the marinade.|Stir well to coat the paneer pieces into the marinade. Cover the bowl with the lid and keep aside for 30 minutes. This process could be done one day before as well. Store the marinated paneer in an airtight box in the fridge.|Cover the bowl with the lid and keep aside for 30 minutes. This process could be done one day before as well. Store the marinated paneer in an airtight box in the fridge.|*Method to Cook the Achari Paneer Tikka|Once the marination is done, our next step is to cook the Paneer Tikka's. There are two ways you can make these. If you have a | then you can grill the Achari Paneer Tikka's or flavor the Tikkas using the |.|*Barbeque Method|To grilling the tikkas, we will first soak skewers in water for few minutes. This prevents skewers from falling apart while grilling. Thread the paneer pieces and capsicum into wooden skewers, arranging alternatively. |Prepare your charcoal barbecue. Grill the Paneer Tikka skewers from both the sides applying little oil till they turn brown on all sides and charred marks appear on the paneer.|*Wok (Kadai) Method|Heat oil in a Wok (Kadai); add the marinated paneer tikka pieces and stir-fry for a few minutes on low to medium heat.|In the meanwhile; prepare the coal for the coal smoking method. Once the coal reaches red hot, place the hot coal in small steel or glass bowl.|Place this bowl in the center of the Kadai that has the Achari paneer tikka, pour a teaspoon of ghee. You will notice that the coal will begin to smoke. At this stage, cover the pan and allow the smoke flavors to get into the tikka. Keep it covered for about a minute.|Open the pan and the tikkas will be ready to be served.|*Method to Serve|Transfer grilled Achari paneer Tikkas to a serving plate. Serve Achari Paneer Tikka along with other yummy dishes such as |and |for your house parties."
Chow Chow Curry Recipe - Chayote Squash Stir Fry,Chayote|Mustard seeds|White Urad Dal (Split)|Asafoetida (hing)|Turmeric powder (Haldi)|Curry leaves|Sunflower Oil|Salt,"To begin making the Chow Chow Curry Recipe, we will first cook the chow chow/ chayote until soft. You can steam the vegetable or cook it in the pressure cooker.|Place the cut chow chow into the|, sprinkle some salt, add 3 tablespoons of water, cover the pressure cooker. Place the weight on and pressure cook until you hear 3 whistles. After 3 whistles turn off the heat.|Place the pressure cooker under running water to release the pressure immediately. We do this, so the chow chow does not get overcooked.|Our next step is to stir fry the chow chow with seasonings.|Heat oil in a |; add mustard seeds, split urad dal and allow it to crackle and the dal to turn slightly golden.|Stir in the curry leaves, turmeric powder, asafoetida powder, salt and the steamed chow chow. Stir on high heat for about a minute and turn off the heat.|Check the salt and adjust to suit your taste. Transfer the Chow Chow Curry to a serving dish.|Serve the Chow Chow Curry along with | or any | or | and Steamed Rice. You can also serve it along with "
Paneer Stuffed Millet Patties Recipe ,Potatoes (Aloo)|Foxtail Millet|Green peas (Matar)|Cumin powder (Jeera)|Green Chillies|Coriander (Dhania) Leaves|Salt|Whole Wheat Bread crumbs|Sunflower Oil,"To begin making the Paneer Stuffed Millet Patties recipe, we will first cook foxtail millet and combine all the patty ingredients together until it comes together like a dough. Foxtail millet is cooked similar to rice or dals. For every cup of Foxtail millet add 1-1/2 cups of water and pressure cook for 2 to 3 whistles. Open the pressure cooker only after the pressure is completely released. You can also cook in a saucepan until all the water is absorbed and the millet is soft and mushy.|Divide the patty/cutlet mixture into 10 equal balls and keep aside.|Combine the paneer along with some salt and divide into 10 small balls and keep aside.|Smear some oil in the palm of your hands and flatten the patty/cutlet balls in the center of your palm. Place a paneer ball in the recipe and close the patty/cutlet so the paneer gets enclosed inside.|Continue the same way with the remaining patty/cutlet balls and the paneer balls and keep them aside.|Preheat a skillet on medium heat; roll the Stuffed Paneer Millet Patties on the bread crumbs and place them on the heated skillet.|Drizzle oil over the skillet and cook on medium heat until the patties/cutlets get evenly browned and crisp on both sides.|Depending on the size of your pan, you add 2 to 3 patties/cutlets at a time and cook them. Also cooking on an iron skillet helps make the patties/cutlets cook even and get more crisp. So a iron roti tava will also work as a skillet for making patties.|Serve the Paneer Stuffed Millet Patties as as a healthy tea time snack along with | and |for your parties."
Sprouted Ragi & Rajma Cutlets Recipe ,Rajma (Large Kidney Beans)|Sprouted Ragi|Potatoes (Aloo)|Green Chillies|Turmeric powder (Haldi)|Coriander Powder (Dhania)|Amchur (Dry Mango Powder)|Makki Ka Atta (Yellow Corn Meal Flour)|Coriander (Dhania) Leaves|Milk|Whole Wheat Bread crumbs|Salt|Sunflower Oil,"To begin making the Sprouted Ragi & Rajma Cutlets Recipe, we will first sprout ragi, soak ragi in water overnight and drain all the water.|Spread the ragi on to a damp cloth and cover it another damp cloth and leave it aside for a day. You need to keep the ragi in an environment that is little humid. This will help in sprouting the ragi.|Once the ragi is sprouted keep it aside to make the cutlet. Cook the soaked rajma and potatoes in a pressure cooker with enough water for about 5 whistle.|Allow the pressure to release naturally and drain any excess water. Mash the potatoes and rajma using a potato masher to a coarse paste.|Grind the sprouted ragi, green chilli and coriander leaves in the mixer to a coarse paste and add this also to the mashed mixture.|Add all the spice powders including turmeric powder, coriander powder, garam masala powder, amchur with salt and corn meal. Mix to form the cutlet mixture.|Make round cutlets of the same and keep them aside. Now one by one, dip them into the milk and coat with the bread crumbs.|Heat oil in a skillet. Put the round cutlets on the tawa and fry them from both the sides till they turn crisp and golden brown.|Serve the Sprouted Ragi & Black Eyed Peas Cutlets Recipe along with |, Tomato Ketchup to enjoy the cutlet. You can also serve it along with some |."
Achari Aloo Gobi Recipe - Spicy Indian Cauliflower Stir Fry,Cauliflower (gobi)|Potatoes (Aloo)|Mustard oil|Green Chillies|Ginger|Onion|Amchur (Dry Mango Powder)|Turmeric powder (Haldi)|Salt|Red Chilli powder|Dry Red Chilli|Coriander (Dhania) Seeds|Kalonji (Onion Nigella Seeds)|Fennel seeds (Saunf)|Mustard seeds|Cumin seeds (Jeera)|Methi Seeds (Fenugreek Seeds),"To begin making the Achari Aloo Gobi Recipe, we will first cook the boil the potatoes until firm. You can pressure cook the potatoes with just a little water for a couple of whistles and turn off the heat. |Once the potatoes are cooked, peel and dice the potatoes. Keep aside.|Steam the cauliflower florets in a steamer until just about cooked and keep aside. The next step is to make the Achaari Masala.|In a small pan or skillet, roast all the ingredients for the achaari masala until you get a roasted aroma for about a couple of minutes. Once roasted, turn off the heat and cool the ingredients and blend to make the achaari masala powder.|In a kadai or pan, heat mustard oil on medium heat. Add green chilies, ginger and onions and saute until the onions are translucent. Add all the turmeric powder, achaari masala powder, salt, amchur powder, cauliflower and potatoes. |Add a splash of water, mix to combine all the ingredients, cover with a lid and cook for 5-8 minutes on low to medium heat until all the masala has combined well and the gobi and aloo are cooked through and absorbed masala.|Check for salt and spiced and adjust to suit your taste. Turn off the heat, stir in the chopped coriander leaves and transfer to a serving bowl.|Serve the Achari Aloo Gobi along with | and | for a quick weeknight dinner."
Pepper Mushroom Stir Fry Recipe,Button mushrooms|Green Chillies|Red Yellow or Green Bell Pepper (Capsicum)|Ginger|Black pepper powder|Turmeric powder (Haldi)|Salt|Whole Black Peppercorns|Coriander (Dhania) Leaves|Sunflower Oil,"To begin making the Pepper Mushroom Stir Fry Recipe, wash and prepare the mushrooms and keep the rest of the ingredients ready.|Heat a wok or a kadai on medium high heat; add a tablespoon of oil. Add in the ginger, green chillies and capsicum and stir fry for about a minute until the bell peppers get slightly tender. Add in the mushrooms and stir fry on high heat until the mushroom are lightly cooked.|Once the mushrooms begin to cook too much, they will release a lot of water. If they do, then you will have to evaporate the water while you keep stirring them on the heat.|Add in the remaining ingredients like turmeric, pepper powder, salt, garam masala and crushed black pepper and stir fry for a few more minutes and turn off the heat.|Check for the salt and spice levels and adjust to suit your taste|Stir in the chopped coriander leaves and serve.|Serve the Pepper Mushroom Stir Fry along with |, | and | for a lunch or dinner."
Carrot And Beans Poriyal Recipe,Green beans (French Beans)|Carrots (Gajjar)|Mustard seeds|White Urad Dal (Split)|Asafoetida (hing)|Turmeric powder (Haldi)|Curry leaves|Sunflower Oil|Salt|Fresh coconut,"To begin making the Carrots and Beans Poriyal recipe, first steam the chopped carrots and beans using a steamer or pressure cooker. | Once vegetables are steamed transfer to a bowl and keep aside until required.|Heat a tablespoon of oil in a heavy-bottomed pan over medium heat; add the mustard seeds and allow them to crackle. Now add urad dal and fry till urad dal turn light brown in color. |Add the curry leaves, asafoetida and fry for few seconds. Now add the steamed carrots and beans.|Season with salt to taste the salt to taste and stir to combine. Stir-Fry the vegetables for the few seconds on high heat. Turn off the heat.|Garnish with grated coconut or chopped coriander leaves. Serve the Carrot and Beans Poriyal along with | and | or simply with a | and|for the weeknight meal."
Chow Chow Thoran (Poriyal) Recipe,Chayote|Fresh coconut|Green Chillies|Curry leaves|Cumin seeds (Jeera)|Mustard seeds|Turmeric powder (Haldi)|Salt,"To begin making the Chow Chow Thoran Recipe, peel the chow chow and cut them into medium size dices. Steam the vegetable with salt in the pressure cooker adding just about 2 tablespoons of water or a steamer until it is soft and cooked.|In a blender, make a coarse mixture of the coconut, one sprig of curry leaves, green chillies and cumin seeds.|Combine the coconut mixture into the steamed chow chow and keep aside.|The final step is to make the seasoning. Heat a small pan with a teaspoon of oil; add in the mustard seeds and allow it to crackle.|Once it crackles, stir in the other sprig of curry leaves and the turmeric powder.|Turn off the heat and pour this seasoning into the Chow Chow Thoran mixture. Stir to come well and check the salt levels and adjust to suit your taste.|You can serve Chow Chow Thoran along with |, |, | and | for an everyday meal."
क्रिस्पी कॉर्न चाट रेसिपी - Crispy Corn Chaat Recipe,स्वीट कॉर्न|मैदा (ऑल पर्पस आटा)|लाल मिर्च पाउडर|अमचूर|तेल|नमक|प्याज|निम्बू|हरा धनिया,"क्रिस्पी कॉर्न चाट रेसिपी बनाने के लिए एक कढ़ाई में तेल गरम होने के लिए रख दे. |अब एक बाउल में कॉर्न, मैदा, लाल मिर्च पाउडर, अमचूर, नमक डाले और अच्छी तरह से मिला ले. इसमें 1 चम्मच पानी डाले और अच्छी तरह से मिला ले. |तेल के गरम होने के बाद, उसमे धीरे धीरे कॉर्न डाले और फैला ले. कॉर्न के सुनहरा और  कुरकुरा होने तक पका ले. |किचन टॉवल पर निकाले ताकि वो अधिक तेल सोख ले। अब इसे एक बाउल में डाले और उसमे प्याज, हरा धनिया, पुदीना, निम्बू का रस डाले और अच्छी तरह से मिला ले. परोसे। |क्रिस्पी कॉर्न चाट रेसिपी को शाम के नाश्ते के लिए गरम फ़िल्टर कॉफ़ी के साथ परोसे."
Boondi Ki Kheer Recipe ,Milk|Sweet Boondi|Cardamom Powder (Elaichi)|Rose water|Saffron strands|Badam (Almond),"To begin making the Boondi Ki Kheer Recipe, firstly blanch the almonds and cut them into slivers and keep them ready. |See | here. |You can either use store bought sweet boondi or make it at home. Here's how to make homemade |. |Getting ahead with the Boondi Ki Kheer Recipe|Add milk in a sauce pan on medium high flame and bring it to a brisk boil. |Once the milk has boiled, reduce the flame to medium- low, add in the saffron strands, and cardamom and let the milk reduce to half its volume. |We are looking for a creamy, thick kheer.  Once it reduces to half its quantity, turn off the flame. |At this stage add in the rose water, almond slivers and the sweet boondi. |Serve the the Boondi Ki Kheer hot or cold , according to your choice. |Serve Boondi Ki Kheer Recipe as a dessert after a meal of |, |, |, | and "
Rich Chocolate Cheesecake Recipe,Bourbon Biscuits|Dark chocolate|Cocoa Powder|Britannia Cream Cheese|Mascarpone Cheese|Caster Sugar|Whole Eggs|Vanilla Extract,"To begin making the Rich Chocolate Cheesecake recipe, first preheat the oven to 180 C. Keep all the ingredients ready, so you can proceed to make the cake as explained below.|First we will make the biscuit base for the cheesecake.|In the food processor, crush the biscuits until it forms crumbs. Add in the butter to the biscuits and blend to combined.|Pour the biscuit butter mixture onto the springform pan and press it down evenly. Refrigerate the crust until we make the cheesecake batter.|Next we will make the chocolate sauce for the cheesecake using the double boiler method.|Place the chocolate in a saucepan and add in the 50 grams of butter. Place the saucepan over another bowl, that has water boiling underneath. This is called the double boiler method. Melt the chocolate over the simmering water until the chocolate is smooth and creamy. Remove from the heat and keep aside to cool.|Once the chocolate cools, stir in the cocoa powder and keep aside.|If you stir the cocoa when the sauce is hot, the mixture will thicken too quickly and it will become lumpy.|Our next step is to make the cheesecake batter.|For this place the cream cheese, caster sugar in a large bowl or the bowl of the stand mixer with the paddle attachment and beat until the cream cheese is fluffy. Gradually add in one egg at a time and beat until the mixture is smooth and creamy.|Next beat in the chocolate cocoa sauce into the cheesecake batter. Finally add in the mascarpone cheese and vanilla extract and beat until just combined. |Pour the chocolate cheesecake batter onto the biscuit base. Wrap the outside of the springform pan with a foil. We do this so that water does not get into the cheesecake while we are baking. |Place a roasting tin of the oven, filled with quarter way through with hot water and place it in the middle rack of the oven. This will help the cake steam as well as bake and retain the moisture needed for the cheesecake.|Place the springform cake pan on this roasting tin and bake the Chocolate Cheesecake in the preheated oven for about 45 minutes. The cake will jiggle a little bit when you remove from the oven. This is the consistency we want for the cake. |Remove the cheesecake from the oven and allow it to cool completely. Refrigerate for at least 12 hours before you are ready to serve.|To serve the Rich Chocolate Cheesecake , remove the side of the springform pan and cut into wedges of desired size. Top the cheesecake with tart fruits like raspberries or a | |Serve this Rich Chocolate Cheesecake as a dessert after a meal of | and |."
उरद की सुखी दाल रेसिपी - Urad Ki Sukhi Dal Recipe,सफ़ेद उरद दाल|हल्दी पाउडर|लाल मिर्च पाउडर|नमक|प्याज|हरी मिर्च|अदरक|धनिया पाउडर|जीरा|हींग|गरम मसाला पाउडर|नमक|घी|निम्बू का रस|हरा धनिया,"उरद की सुखी दाल रेसिपी बनाने के लिए सबसे पहले दाल को अच्छी तरह से धो ले और फिर दाल को 4 से 5 घंटे के लिए भिगो दे. |सोखने के बाद दाल को प्रेशर कुकर में नमक, हल्दी पाउडर, लाल मिर्च पाउडर, प्रयोग अनुसार पानी के साथ डाले, मिलाए और कुकर बंद कर ले. |2 सिटी आने तक पका ले और अलग से रख ले. |अब तड़के के लिए एक तड़का पैन में घी गरम करें। इसमें जीरा, हींग डाले और 10 सेकण्ड्स के लिए पका ले. 10 सेकण्ड्स के बाद इसमें प्याज, हरी मिर्च, अदरक डाले और प्याज के नरम होने तक पका ले. |अब इसमें गरम मसाला, धनिया पाउडर डाले और मिला ले. 1 मिनट के बाद निम्बू का रस डाले और मिला ले. |उरद की सुखी दाल रेसिपी को तवा पराठा और|के साथ दिन के खाने के लिए परोसे।"
Soya Chunk And Green Peas Sabzi Recipe ,Soybeans (Whole Soya dal)|Green peas (Matar)|Bay leaf (tej patta)|Cumin seeds (Jeera)|Red Chilli powder|Turmeric powder (Haldi)|Coriander Powder (Dhania)|Salt|Sunflower Oil|Tomatoes|Green Chilli|Ginger,"To begin making the Soya Chunk & Green Peas Sabzi Recipe, we will first soak the soy chunks in water for atleast 30 minutes.|Grind the tomatoes along with green chilli and ginger to a smooth puree and keep it aside.|Heat a heavy bottomed pan with oil, add cumin seeds and allow it to splutter for few seconds. Once done, add bay leaf and tomato puree.|Sprinkle little salt and cook until the tomatoes are cooked or for about 4 to 5 minutes. Add all the dry spice powders including red chilli powder, turmeric powder, coriander powder, garam masala powder, salt and cook for another 10 minutes.|Squeeze out all the water from the soy chunks and add them into the kadai and keep sauteing for about 2 to 3 minutes.|Once the chunks are cooked properly, add green peas and sprinkle little water. Close it with the lid and cook for about 10 more minutes. After 10 minutes, switch off the gas and serve hot.|Serve the Soya Chunk & Green Peas Subzi Recipe along with| and |to carry it for your lunch."
Murunga Keerai Urula Poriyal Recipe - Moringa Aloo Sabzi,Potato (Aloo)|Drumstick Leaves (Moringa/Murungai Keerai)|Onion|Ginger|Turmeric powder (Haldi)|Red Chilli powder|Mustard seeds|Sunflower Oil|Salt,"To begin making the Murunga Keerai Urula Poriyal Recipe; we will first cook the drumstick leaves and potato separately. |Heat a teaspoon of oil in a pan; add the chopped drumstick leaves, a little salt and saute the moringa leaves until it becomes soft and tender.|As the drumstick leaves cook, you will notice that it releases water. Once soft increase the heat to high and saute the drumstick leaves until all the water from the drumstick leaves is vaporised. Turn off the heat, transfer the drumstick leaves to another dish and keep aside.|Wipe the same pan clean with the paper towel. Heat a tablespoon of oil; add in the mustard seeds, ginger, onions and sauté until the onions are lightly browned.|Add the potatoes, sprinkle some salt and stir fry until the potatoes are lightly roasted. Add the turmeric, red chilli powder, cinnamon powder, sambar powder and salt.|Stir until all the ingredients are well combined.|Sauté this Urula kizhangu / potatoes for a couple of minutes until you get flavors arising from the dish and the potatoes get well coated with the spices. At this stage stir in the sautéed moringa leaves.|Cover the pan and simmer the Murunga Keerai Urula Poriyal for another couple of minutes. Turn off the heat, transfer the poriyal to a serving dish.|Serve the Murunga Keerai Urula Poriya along with |, | and Carrot Salad for a wholesome weekend meal."
अदरक लहसुन का पेस्ट रेसिपी - Homemade Ginger Garlic Paste Recipe ,अदरक|लहसुन|सिरका,"अदरक लहसुन का पेस्ट रेसिपी बनाने के लिए सबसे पहले अदरक और लहसुन का छिलका निकाल ले.|एक ब्लेंडर में पहले अदरक, लहसुन डाले और पेस्ट बना ले. अब इसमें सिरका डाले और एक बार फिर से पीस ले. अब इसे एक कांच के जार में डाले और 2 हफ्तों के लिए स्टोर कर ले. "
